timestamp,temp,hum,pres,luz,suelo,bomba,manual
2026-05-26 23:35:39,20.6,76.2,752.4,17,92,0,0
2026-05-26 23:35:41,20.6,76.1,752.4,17,92,0,0
2026-05-26 23:35:43,20.6,76.1,752.4,17,92,0,0
2026-05-26 23:35:45,20.5,76.0,752.4,17,92,0,0
2026-05-26 23:35:47,20.5,75.9,752.4,17,92,0,0
2026-05-26 23:35:49,20.5,75.9,752.4,17,92,0,0
2026-05-26 23:35:51,20.5,75.9,752.4,17,91,0,0
2026-05-26 23:35:53,20.5,75.9,752.4,17,92,0,0
2026-05-26 23:35:55,20.5,75.8,752.4,17,92,0,0
2026-05-26 23:35:57,20.5,75.8,752.4,17,91,0,0
2026-05-26 23:35:59,20.5,75.9,752.4,17,91,0,0
2026-05-26 23:36:02,20.5,75.9,752.4,17,91,0,0
2026-05-26 23:36:04,20.5,75.8,752.4,16,91,0,0
2026-05-26 23:36:06,20.6,76.9,752.4,0,90,0,0
2026-05-26 23:36:08,20.6,78.2,752.4,15,90,0,0
2026-05-26 23:36:10,20.6,76.8,752.4,17,90,0,0
2026-05-26 23:36:12,20.6,76.4,752.4,17,90,0,0
2026-05-26 23:36:14,20.6,76.3,752.4,17,90,0,0
2026-05-26 23:36:16,20.6,76.1,752.4,17,90,0,0
2026-05-26 23:36:18,20.6,76.0,752.4,17,90,0,0
2026-05-26 23:36:20,20.6,75.8,752.4,17,90,0,0
2026-05-26 23:36:22,20.6,75.8,752.4,17,90,0,0
2026-05-26 23:36:24,20.6,75.9,752.4,17,90,0,0
2026-05-26 23:36:26,20.6,75.8,752.4,17,89,0,0
2026-05-26 23:36:28,20.7,75.7,752.4,17,90,0,0
2026-05-26 23:36:30,20.7,75.7,752.4,17,89,0,0
2026-05-26 23:36:32,20.7,75.8,752.4,17,89,0,0
2026-05-26 23:36:34,20.7,75.7,752.4,17,89,0,0
2026-05-26 23:36:36,20.7,75.6,752.4,17,89,0,0
2026-05-26 23:36:38,20.7,75.4,752.4,17,89,0,0
2026-05-26 23:36:40,20.7,75.4,752.4,18,89,0,0
2026-05-26 23:36:42,20.7,75.4,752.4,18,89,0,0
2026-05-26 23:36:44,20.7,75.4,752.4,18,89,0,0
2026-05-26 23:36:46,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:36:48,20.7,75.3,752.4,18,89,0,0
2026-05-26 23:36:50,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:36:52,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:36:54,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:36:56,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:36:58,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:37:00,20.7,75.3,752.4,18,88,0,0
2026-05-26 23:37:02,20.7,75.2,752.4,18,88,0,0
2026-05-26 23:37:04,20.7,75.1,752.4,18,88,0,0
2026-05-26 23:37:06,20.7,75.1,752.4,18,87,0,0
2026-05-26 23:37:08,20.7,75.1,752.4,18,87,0,0
2026-05-26 23:37:10,20.7,75.1,752.4,18,88,0,0
2026-05-26 23:37:12,20.7,75.0,752.4,18,88,0,0
2026-05-26 23:37:14,20.7,75.0,752.4,18,88,0,0
